Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
PANW,"Palo Alto Networks Inc",190.11,1.35,+0.72%,194.44,195.3,188.5015,2127706,"13:07 ET"
PARA,"Paramount Global Cl B",10.65,-0.03,-0.28%,10.72,10.82,10.57,4513632,"13:07 ET"
PARAA,"Paramount Global Cl A",22.06,0.13,+0.59%,22.11,22.15,21.8975,21731,"12:51 ET"
PATH,"Uipath Inc Cl A",12.66,-0.31,-2.39%,13.08,13.21,12.64,5157042,"13:07 ET"
PAYC,"Paycom Software Inc",205.61,-3.88,-1.85%,212.86,213.81,205.56,417481,"13:04 ET"
PAYX,"Paychex Inc",139.12,3.26,+2.40%,140.94,142.68,137.09,1908855,"13:06 ET"
PB,"Prosperity Bancshares",73.92,-1.38,-1.83%,76.39,77.05,73.945,211541,"13:02 ET"
PCAR,"Paccar Inc",107.44,-0.34,-0.32%,108.65,109.55,106.76,553199,"13:07 ET"
PCG,"Pacific Gas & Electric Company",19.6,0.4,+2.08%,19.35,19.71,19.29,6876390,"13:07 ET"
PCOR,"Procore Technologies Inc",75.96,0.20999999999999,+0.28%,76.72,77.8,75.21,688614,"13:07 ET"
PCTY,"Paylocity Holdings Corp",194.35,-0.05,-0.03%,195.24,197.285,193.5,102594,"13:02 ET"
PEG,"Public Service Enterprise Group Inc",83.85,0.86999999999999,+1.05%,82.99,84.01,82.99,657331,"13:07 ET"
PEGA,"Pegasystems Inc",93.17,0.77,+0.83%,93.37,94.33,92.65,114739,"13:06 ET"
PEN,"Penumbra Inc",240.4,1.5,+0.63%,238.71,242.94,235.7548,117393,"13:05 ET"
PENN,"Penn Entertainment Inc",18.29,-0.16,-0.87%,18.69,19.17,18.24,1519747,"13:03 ET"
PEP,"Pepsico Inc",153.63,-0.8,-0.52%,153.09,154.0794,152.13,3033695,"13:07 ET"
PFE,"Pfizer Inc",25.62,-0.27,-1.04%,25.7,26.09,25.6,20984576,"13:07 ET"
PFG,"Principal Financial Group Inc",75.19,0.28,+0.37%,75.37,75.91,74.63,533887,"13:07 ET"
PFGC,"Performance Food Group Company",84.95,-0.2,-0.23%,85.52,86.23,84.67,202698,"13:07 ET"
PG,"Procter & Gamble Company",169.51,0.42999999999998,+0.25%,169.01,169.53,167.35,2408380,"13:07 ET"
PGR,"Progressive Corp",239.88,-0.4,-0.17%,241.04,243.53,239.4,867853,"13:07 ET"
PH,"Parker-Hannifin Corp",637.19,-6.61,-1.03%,651.97,655,637.93,229567,"13:04 ET"
PHM,Pultegroup,108.4,-2.89,-2.60%,107.9,110.715,107.21,1743856,"13:07 ET"
PII,"Polaris Inc",57.14,-1.04,-1.79%,58,59.248,56.87,287701,"13:02 ET"
PINC,"Premier Inc Cl A",21.52,0.39,+1.85%,21.24,21.865,21.16,428984,"13:06 ET"
PINS,"Pinterest Inc",29.49,-0.38,-1.27%,30.15,30.33,29.455,3221868,"13:07 ET"
PK,"Park Hotels & Resorts Inc",14.46,0.050000000000001,+0.35%,14.45,14.65,14.43,858228,"13:06 ET"
PKG,"Packaging Corp of America",227.27,-1.95,-0.85%,229.21,232.95,227.23,278956,"13:06 ET"
PLD,"Prologis Inc",102.57,-1.34,-1.29%,104.63,104.92,101.93,2028475,"13:07 ET"
PLNT,"Planet Fitness",98.78,1.33,+1.36%,98.91,100.23,98.43,303616,"13:07 ET"
PLTK,"Playtika Holding Corp",6.95,-0.17,-2.39%,7.13,7.26,6.97,339572,"13:06 ET"
PLTR,"Palantir Technologies Inc Cl A",74.29,2.78,+3.89%,73.99,76.59,73.37,62795382,"13:07 ET"
PM,"Philip Morris International Inc",123.19,-1.36,-1.09%,124.38,124.69,122.87,2242684,"13:07 ET"
PNC,"PNC Bank",190.3,-1.66,-0.86%,194.29,195.58,190.91,615038,"13:06 ET"
PNFP,"Pinnacle Finl Ptnrs",110.99,-0.06,-0.05%,114.16,115.955,111,356429,"13:07 ET"
PNR,"Pentair Ltd",100.64,-0.53,-0.52%,101.92,102.63,100.73,498709,"13:07 ET"
PNW,"Pinnacle West Capital Corp",85.6,1.57,+1.87%,84.05,85.55,84.05,325076,"13:07 ET"
PODD,"Insulet Corp",256.48,0.04000000000002,+0.02%,256.5,259.04,254.7869,185307,"13:07 ET"
POOL,"Pool Corp",341.34,-2.39,-0.70%,343.69,345.61,340,179453,"13:04 ET"
POST,"Post Holdings Inc",114.82,-0.19,-0.17%,114.88,116.04,113.46,226580,"13:05 ET"
PPC,"Pilgrim's Pride",47.83,-0.33,-0.69%,48.27,48.515,47.04,490663,"13:05 ET"
PPG,"PPG Industries",120.13,-1.12,-0.92%,120.97,122,119.58,862489,"13:07 ET"
PPL,"PPL Corp",32.11,0.52,+1.65%,31.54,32.14,31.52,1092020,"13:06 ET"
PR,"Permian Resources Corp",13.53,0.0099999999999998,+0.07%,13.78,13.85,13.51,2211731,"13:05 ET"
PRGO,"Perrigo Company",25.42,-0.02,-0.08%,25.53,25.91,25.16,468437,"13:07 ET"
PRI,"Primerica Inc",266.59,-0.5,-0.19%,269,271.46,266.22,98137,"13:07 ET"
PRU,"Prudential Financial Inc",115.64,1.05,+0.92%,116.3,117.17,115.34,515647,"13:06 ET"
PSA,"Public Storage",293.99,-5.89,-1.96%,298.85,302.35,292.6,281038,"13:07 ET"
PSN,"Parsons Corp",94.7,-0.21,-0.22%,95.42,96.42,94.23,200908,"13:06 ET"
PSTG,"Pure Storage Inc",61.79,-0.8,-1.28%,62.92,63.64,61.01,1655171,"13:07 ET"
PSX,"Phillips 66",109.57,-2.29,-2.05%,112.3,112.59,109.6125,1032590,"13:06 ET"
PTC,"Ptc Inc",188.06,-0.77,-0.41%,190.19,192.05,187.7,201361,"13:06 ET"
PVH,"Phillips-Van Heusen Corp",103.8,-2.26,-2.13%,107,107.6479,103.2,289581,"13:02 ET"
PWR,"Quanta Services",320.25,-0.37,-0.12%,324.9,328.6797,319.21,356195,"13:07 ET"
PYCR,"Paycor Hcm Inc",19.37,-0.21,-1.07%,19.79,20.13,19.185,366024,"13:05 ET"
PYPL,"Paypal Holdings",86.39,0.94,+1.10%,86.28,88.42,86.22,4235291,"13:07 ET"
QCOM,"Qualcomm Inc",150.57,-2.48,-1.62%,154.03,155.47,150.4,3448071,"13:06 ET"
QDEL,"Quidelortho Corp",42.37,-0.09,-0.21%,42.46,42.915,41.64,320967,"13:05 ET"
QGEN,"Qiagen N.V.",44.2,0.15000000000001,+0.34%,44.52,44.65,44.2,628844,"13:03 ET"
QRVO,"Qorvo Inc",68.72,0.22,+0.32%,68.69,69.73,68.41,1740657,"13:06 ET"
QS,"Quantumscape Corp",4.82,-0.26,-5.12%,5.11,5.2573,4.82,13165325,"13:07 ET"
R,"Ryder System",155.99,-0.31,-0.20%,158.09,161.0125,155.95,77393,"13:02 ET"
RARE,"Ultragenyx Pharmaceu",42.68,-0.26,-0.61%,42.96,44,41.45,489396,"13:02 ET"
RBA,"Rb Global Inc",91.08,0.25,+0.28%,91.43,92.2,91.24,314507,"13:07 ET"
RBC,"RBC Bearings Inc",313.32,1.2,+0.38%,314.54,323.175,313.12,129384,"13:06 ET"
RBLX,"Roblox Corp Cl A",58.67,-0.13,-0.22%,58.33,59.565,57.88,2997260,"13:06 ET"
RCL,"Royal Caribbean Cruises Ltd",228.44,-1.09,-0.47%,233.29,235.75,227.9,694988,"13:07 ET"
REG,"Regency Centers Corp",73.86,0.65000000000001,+0.89%,72.8,74.07,72.37,557544,"13:07 ET"
REGN,"Regeneron Pharmaceuticals",705.15,-9.47,-1.33%,711,714.05,693,475303,"13:06 ET"
REXR,"Rexford Industrial Realty Inc",38.07,-0.04,-0.10%,38.27,38.64,37.86,985268,"13:05 ET"
REYN,"Reynolds Consumer Products Inc",27.4,0.009999999999998,+0.04%,27.5,27.625,27.3,164297,"13:04 ET"
RF,"Regions Financial Corp",23.15,-0.14,-0.60%,23.58,23.78,23.165,2900933,"13:07 ET"
RGA,"Reinsurance Group of America Inc",204.98,3.72,+1.85%,203.03,205.85,202.2575,214949,"13:05 ET"
RGEN,"Repligen Corp",145.83,-1.51,-1.02%,147.26,148.0928,143.91,172024,"13:05 ET"
RGLD,"Royal Gold Inc",133.92,-1.73,-1.28%,136.61,137.74,133.829,175578,"13:03 ET"
RH,"Rh Common Stock",383.6,-12.79,-3.23%,401.57,402.345,382.295,448954,"13:06 ET"
RHI,"Robert Half Inc",70.85,-0.53,-0.74%,71.61,72.185,70.27,207541,"13:06 ET"
RITM,"Rithm Capital Corp",10.72,0.020000000000001,+0.19%,10.82,10.995,10.69,1999914,"13:03 ET"
RIVN,"Rivian Automotive Inc Cl A",12.9,-0.16,-1.23%,13.47,13.75,12.8,17955838,"13:07 ET"
RJF,"Raymond James Financial",150.09,-2.33,-1.53%,154.58,154.6347,150.01,525455,"13:07 ET"
RKT,"Rocket Companies Inc Cl A",11.61,0.029999999999999,+0.26%,11.49,11.78,11.33,2396118,"13:01 ET"
RL,"Ralph Lauren Corp",221.73,0.53999999999999,+0.24%,223.65,224.7231,221.15,200526,"13:05 ET"
RLI,"Rli Corp",166,1.94,+1.18%,164.98,167.04,164.14,63147,"13:05 ET"
RMD,"Resmed Inc",230.63,0.41999999999999,+0.18%,231.67,235.5,230.01,202128,"13:07 ET"
RNG,"Ringcentral Inc",36.6,-1.07,-2.84%,37.99,38.29,36.61,300893,"13:07 ET"
RNR,"Renaissancere Holdings Ltd",250.06,8.09,+3.34%,242.61,250.385,242.58,278512,"13:06 ET"
ROIV,"Roivant Sciences Ltd",11.53,-0.16,-1.37%,11.72,11.78,11.48,3371694,"13:02 ET"
ROK,"Rockwell Automation Inc",281.82,-5.87,-2.04%,290.52,293.8,279.86,500265,"13:07 ET"
ROKU,"Roku Inc",77.64,-0.85,-1.08%,79.84,80.7333,77.33,1106267,"13:06 ET"
ROL,"Rollins Inc",46.99,-0.19,-0.40%,47.03,47.5,46.74,472664,"13:07 ET"
ROP,"Roper Industries",524.04,-2.68,-0.51%,528.56,532.685,523.6,171436,"13:07 ET"
ROST,"Ross Stores Inc",148.4,-0.2,-0.13%,148.54,149.45,147.84,660412,"13:07 ET"
RPM,"RPM International Inc",125.49,-1.,-0.79%,126.83,127.82,125.6,251899,"13:06 ET"
RPRX,"Royalty Pharma Plc Cl A",24.28,-0.19,-0.78%,24.24,24.475,24.05,1841185,"13:07 ET"
RRC,"Range Resources Corp",32.94,0.019999999999996,+0.06%,33.63,33.665,32.93,555717,"13:07 ET"
RRX,"Regal Rexnord Corp",154.97,-1.56,-1.00%,158.52,160.41,153.65,227204,"13:02 ET"
RS,"Reliance Inc",263.63,-4.84,-1.80%,269.24,272.5,262.675,169262,"13:05 ET"
RSG,"Republic Services",204.93,1.47,+0.72%,203.17,205.22,202.47,354648,"13:06 ET"
RTX,"Rtx Corp",115.82,1.37,+1.20%,115.7,117.25,115.25,1510212,"13:07 ET"
RVTY,"Revvity Inc",110.12,0.98,+0.90%,109,110.51,107.64,248196,"13:06 ET"
RYAN,"Ryan Specialty Hldgs Inc",63.47,-0.26,-0.41%,63.8,64.3951,63.45,362904,"13:06 ET"
RYN,"Rayonier Inc REIT",26.63,-0.25,-0.93%,26.9,27.03,26.63,215644,"13:05 ET"
S,"Sentinelone Inc Cl A",22.28,0.23,+1.04%,23.25,23.37,22.21,3470529,"13:07 ET"
SAIA,"Saia Inc",496.82,-13.87,-2.72%,515.62,527.23,494.95,90461,"13:03 ET"
SAIC,"Science Applications International",109.13,-1.99,-1.79%,111.73,112.58,109,251953,"13:02 ET"
SAM,"Boston Beer Company",307.45,4.46,+1.47%,303.44,308.3,299.91,28556,"13:04 ET"
SBAC,"SBA Communications",200.17,-0.89,-0.44%,200.04,201.145,197.16,755594,"13:07 ET"
SBUX,"Starbucks Corp",89.87,-0.03,-0.03%,90.24,91.58,89.5101,6282427,"13:07 ET"
SCCO,"Southern Copper Corp",91.58,-1.38,-1.48%,93.3,93.905,91.44,394596,"13:06 ET"
SCHW,"The Charles Schwab Corp",74.14,0.17,+0.23%,74.52,75.1611,73.975,3028143,"13:07 ET"
SCI,"Service Corp International",82.26,0.02000000000001,+0.02%,82.59,83.35,82.13,200030,"13:07 ET"
SEB,"Seaboard Corp",2438.67,-27.3,-1.11%,2467,2479.3501,2413.0012,1879,"13:00 ET"
SEE,"Sealed Air Corp",33.94,-0.38,-1.11%,34.31,34.735,34.02,435364,"13:07 ET"
SEG,"Seaport Entertainment Group Inc",27.2,-0.8,-2.86%,27.86,28.3766,27.27,23507,"12:55 ET"
SEIC,"Sei Investments Company",81.54,0.78,+0.97%,81.57,82.315,81.385,180135,"13:04 ET"
SF,"Stifel Financial Corp",102.16,-0.16,-0.16%,103.47,105.76,102.14,321252,"13:05 ET"
SHC,"Sotera Health Company",13.14,-0.06,-0.45%,13.2,13.41,13.04,370744,"13:06 ET"
SHW,"Sherwin-Williams Company",343.3,-5.36,-1.54%,348.99,349.91,342.18,857286,"13:03 ET"
SIRI,"Siriusxm Holdings Inc",20.72,-0.79,-3.67%,21.51,21.6,20.61,5312854,"13:07 ET"
SITE,"Siteone Landscape Supply",132.89,-2.52,-1.86%,135.82,137.39,133.11,155349,"13:04 ET"
SJM,"J.M. Smucker Company",109.74,-0.49,-0.44%,109.47,110.616,108.56,359170,"13:06 ET"
SKX,"Skechers U.S.A.",65.68,-0.38,-0.58%,66.61,66.93,65.715,567822,"13:06 ET"
SLB,"Schlumberger N.V.",36.66,-0.67,-1.79%,37.74,37.86,36.5192,7322661,"13:07 ET"
SLGN,"Silgan Holdings",52.01,-0.15,-0.29%,52.64,53.09,51.88,150823,"13:05 ET"
SLM,"SLM Corp",27.17,0.3,+1.12%,27.31,27.95,27.11,1820940,"13:07 ET"
SMAR,"Smartsheet Inc Cl A",56.01,0.049999999999997,+0.09%,56.04,56.09,55.95,1516373,"13:02 ET"
SMCI,"Super Micro Computer",31.56,-0.67,-2.08%,32.915,33.47,30.82,26255326,"13:07 ET"
SMG,"Scotts Miracle-Gro Company",66.9,-1.6,-2.34%,68.9,69.51,66.91,208532,"13:06 ET"
SN,"Sharkninja Inc",95.21,0.28999999999999,+0.31%,95.78,97.88,94.54,410620,"13:03 ET"
SNA,"Snap-On Inc",337.64,-0.63,-0.19%,340.91,343.04,337.765,96598,"13:02 ET"
SNDR,"Schneider National Inc",29.23,-0.17,-0.58%,29.59,29.94,29.13,154294,"13:05 ET"
SNOW,"Snowflake Inc Cl A",163.79,1.2,+0.74%,164.5,165.7514,160.65,3115293,"13:07 ET"
SNPS,"Synopsys Inc",496.43,2,+0.40%,502.39,509.98,494.5436,435260,"13:07 ET"
SNV,"Synovus Financial Corp",49.45,-0.58,-1.16%,51.03,51.395,49.57,437019,"13:07 ET"
SNX,"Synnex Corp",116.55,0.060000000000002,+0.05%,117.32,118.11,115.63,172944,"13:04 ET"
SO,"Southern Company",82.67,1.17,+1.44%,81.5,82.65,81.38,1139677,"13:06 ET"
SOFI,"Sofi Technologies Inc",15.02,-0.22,-1.44%,15.72,15.99,14.92,27074633,"13:07 ET"
SOLV,"Solventum Corporation",66.88,-0.01,-0.01%,67.09,67.76,66.32,340514,"13:04 ET"
SON,"Sonoco Products",50.38,1.32,+2.69%,49.63,51.4799,49.2,750205,"13:02 ET"
SPB,"Spectrum Brands Holdings Inc",85.38,-0.89,-1.03%,86.3,87.31,85.4,67084,"13:02 ET"
SPG,"Simon Property Group",171.58,0.070000000000022,+0.04%,172.59,174.24,171.03,585304,"13:06 ET"
SPGI,"S&P Global Inc",487.64,-2.49,-0.51%,492.94,495.5,485.9866,419299,"13:07 ET"
SPOT,"Spotify Technology S.A.",451.34,2.69,+0.60%,453.92,460.78,450.37,932945,"13:04 ET"
SPR,"Spirit Aerosystems Holdings",32.96,0.11,+0.33%,32.98,33.56,32.87,482309,"13:04 ET"
SQ,"Block Inc",87.65,0.35000000000001,+0.40%,90.08,91.81,87.3,4297681,"13:07 ET"
SRE,Sempra,86.2,1.11,+1.30%,85.33,86.22,85.1,1025750,"13:07 ET"
SRPT,"Sarepta Therapeutics",118.67,-1.58,-1.31%,120.53,122.5,117.97,170074,"13:05 ET"
SSD,"Simpson Manufacturing Company",170.52,-1.28,-0.75%,172.55,173.345,170.24,89653,"13:06 ET"
SSNC,"SS&C Technologies",73.9,0.25,+0.34%,73.86,74.85,73.7905,490230,"13:07 ET"
ST,"Sensata Technologies Holding N.V.",27.23,-0.94,-3.34%,28.35,28.65,27.21,753599,"13:07 ET"
STAG,"Stag Industrial Inc",33.7,-0.27,-0.79%,34.02,34.36,33.51,390246,"13:07 ET"
STE,"Steris Corp",203.95,-3.06,-1.48%,204.94,206.79,202.72,240017,"13:03 ET"
STLD,"Steel Dynamics Inc",115.37,-1.39,-1.19%,117.21,119.14,114.79,636140,"13:07 ET"
STT,"State Street Corp",95.93,1.19,+1.26%,95.7,96.76,95.52,738027,"13:07 ET"
STWD,"Starwood Property Trust",19.27,0.099999999999998,+0.52%,19.52,19.6399,19.14,1653898,"13:06 ET"
STZ,"Constellation Brands Inc",227.99,-0.32,-0.14%,228,231.86,227.13,818619,"13:06 ET"
SUI,"Sun Communities",122.52,2.11,+1.75%,120,122.71,120,607066,"13:07 ET"
SW,"Smurfit Westrock Plc",51.46,-0.28,-0.54%,52.13,52.45,51.37,973403,"13:07 ET"
SWK,"Stanley Black & Decker Inc",78.86,-0.21,-0.27%,80.46,81.24,79.023,792428,"13:06 ET"
SWKS,"Skyworks Solutions",88.75,0.090000000000003,+0.10%,88.96,89.86,88.35,881419,"13:07 ET"
SYF,"Synchrony Financial",63.75,0.16,+0.25%,66.77,67.945,63.84,1870549,"13:07 ET"
SYK,"Stryker Corp",356.46,-2.71,-0.75%,359.31,363.06,356.3,691276,"13:06 ET"
SYY,"Sysco Corp",76.8,-0.28,-0.36%,76.83,77.555,76.41,759899,"13:07 ET"
T,"AT&T Inc",22.55,0.07,+0.31%,22.505,22.68,22.41,17340820,"13:05 ET"
TAP,"Molson Coors Brewing Company",58.56,0.24,+0.41%,58.44,58.8,58.09,421330,"13:07 ET"
TDC,"Teradata Corp",32.08,0.45,+1.42%,31.81,32.29,31.658,213386,"13:02 ET"
TDG,"Transdigm Group Inc",1254.2,15.2,+1.23%,1250,1262.57,1246.7,147533,"13:07 ET"
TDY,"Teledyne Technologies Inc",462.39,3.95,+0.86%,458.64,465.92,457.54,92557,"13:02 ET"
TEAM,"Atlassian Corp",250.47,0.28,+0.11%,255.57,259.15,249.4,883336,"13:06 ET"
TECH,"Bio-Techne Corp",70.75,-0.66,-0.92%,71.47,71.4725,69.48,242083,"13:05 ET"
TER,"Teradyne Inc",125.79,2.02,+1.63%,127.89,130.1,124.84,1400414,"13:07 ET"
TFC,"Truist Financial Corp",42.55,-0.56,-1.30%,43.6,43.86,42.72,2596258,"13:07 ET"
TFSL,"Tfs Financial Corp",12.56,-0.06,-0.48%,12.75,12.92,12.59,179605,"13:06 ET"
TFX,"Teleflex Inc",173.88,1.22,+0.71%,172.01,175.325,171.69,214048,"13:07 ET"
TGT,"Target Corp",130.96,0.26000000000002,+0.20%,131,131.9999,130.61,1604401,"13:07 ET"
THC,"Tenet Healthcare Corp",125.63,-1.83,-1.44%,126.97,129.01,125.23,398725,"13:05 ET"
THG,"The Hanover Insurance Group",153.22,3.12,+2.08%,150.82,153.42,150.82,52669,"13:03 ET"
THO,"Thor Industries",95.79,-1.05,-1.08%,97.6,98.415,95.16,188673,"13:04 ET"
TJX,"TJX Companies",121.38,0.14,+0.12%,122.41,123.28,121.055,1886506,"13:07 ET"
TKO,"Tko Group Holdings Inc Cl A",142.41,0.27000000000001,+0.19%,147,147.35,141.31,370642,"13:05 ET"
TKR,"Timken Company",70.57,-1.43,-1.99%,72.56,73.49,70.55,151273,"13:01 ET"
TMO,"Thermo Fisher Scientific Inc",516.04,-0.14,-0.03%,518.72,522.4291,508.8553,874061,"13:07 ET"
TMUS,"T-Mobile US",219.95,-0.74,-0.34%,220.06,221.75,218.52,1431390,"13:07 ET"
TNL,"Travel + Leisure Co.",50.82,0.7,+1.40%,50.78,51.85,50.5,166845,"13:02 ET"
TOL,"Toll Brothers Inc",122.61,-3.11,-2.47%,122.51,125,120.77,1118598,"13:06 ET"
TOST,"Toast Inc Cl A",35.79,-0.5,-1.38%,36.32,36.85,35.62,2336375,"13:07 ET"
TPG,"Tpg Inc Cl A",63.9,0.65,+1.03%,64.72,65.66,63.915,459838,"13:04 ET"
TPL,"Texas Pacific Land Trust",1101.42,-13.04,-1.17%,1138,1149,1095.8501,52072,"13:07 ET"
TPR,"Tapestry Inc",62.5,0.42,+0.68%,64.13,64.72,62.455,2431957,"13:07 ET"
TPX,"Tempur-Pedic International Inc",55.02,-0.05,-0.09%,55.15,55.92,54.78,606301,"13:06 ET"
TREX,"Trex Company",70.48,-1.18,-1.65%,71.66,73,70.36,935431,"13:05 ET"
TRGP,"Targa Resources",171.37,-0.57,-0.33%,174.41,176.94,171.19,823413,"13:07 ET"
TRIP,"Tripadvisor Inc",13.89,0.94,+7.26%,14.39,14.59,13.645,4839903,"13:07 ET"
TRMB,"Trimble Navigation",70.59,-0.1,-0.14%,70.88,71.58,70.585,561947,"13:07 ET"
TROW,"T Rowe Price Group",113.02,0.19,+0.17%,114.02,114.52,112.53,594789,"13:07 ET"
TRU,Transunion,91.98,-0.81,-0.87%,93.5,95,91.67,497677,"13:03 ET"
TRV,"The Travelers Companies Inc",237.95,1.92,+0.81%,237.53,239.33,236.26,294225,"13:06 ET"
TSCO,"Tractor Supply Company",263.08,-2.11,-0.80%,265.03,266.81,262.38,532429,"13:04 ET"
TSLA,"Tesla Inc",428.99,-11.14,-2.53%,451.88,456.36,420.02,74689329,"13:07 ET"
TSN,"Tyson Foods",58.62,-0.34,-0.58%,58.72,58.96,57.82,759476,"13:07 ET"
TT,"Trane Technologies Plc",377.52,-0.93,-0.25%,382.3,385.84,377.035,477234,"13:06 ET"
TTC,"Toro Company",81.25,-0.19,-0.23%,81.96,83.13,80.6,406511,"13:06 ET"
TTD,"Trade Desk Inc",127.33,-0.6,-0.47%,130.16,130.4,126.1201,1770006,"13:07 ET"
TTEK,"Tetra Tech Inc",40.12,-0.65,-1.59%,40.83,41.52,40.03,893166,"13:07 ET"
TTWO,"Take-Two Interactive",181.55,-0.35,-0.19%,183.5,184.49,181.16,408487,"13:07 ET"
TW,"Tradeweb Markets Inc",131.05,0.61000000000001,+0.47%,130.15,131.7621,130,217181,"13:06 ET"
TWLO,Twilio,105.32,-0.14,-0.13%,106.4,107.4,104.75,917150,"13:07 ET"
TXG,"10X Genomics Inc",13.22,-0.2,-1.49%,13.71,13.73,13.2,522861,"13:06 ET"
TXN,"Texas Instruments",185.09,0.090000000000003,+0.05%,186.89,187.36,184.6292,1937952,"13:07 ET"
TXRH,"Texas Roadhouse Inc",182.37,3.42,+1.91%,183.96,185.865,182.26,383007,"13:06 ET"
TXT,"Textron Inc",75.85,-0.26,-0.34%,76.46,77.2,75.76,416878,"13:07 ET"
TYL,"Tyler Technologies",593.68,2.5,+0.42%,593.95,598.0067,587.03,99330,"13:02 ET"
U,"Unity Software Inc",21.93,-0.41,-1.84%,22.5,23.24,21.855,4235857,"13:07 ET"
UA,"Under Armour Inc Cl C",7.59,-0.1,-1.30%,7.74,7.8,7.585,906288,"13:01 ET"
UAA,"Under Armour",8.43,-0.04,-0.47%,8.57,8.6292,8.415,2936879,"13:06 ET"
UAL,"United Airlines Holdings Inc",94.43,2.96,+3.24%,92.75,95.63,92.725,3072322,"13:07 ET"
UBER,"Uber Technologies Inc",60.13,-1.1,-1.80%,61.85,62.31,60.18,13896963,"13:07 ET"
UDR,"United Dominion Realty Trust",43.17,0.22,+0.51%,42.98,43.66,42.92,485677,"13:07 ET"
UGI,"Ugi Corp",27.11,0.37,+1.38%,26.85,27.31,26.81,939453,"13:06 ET"
UHAL,"U-Haul Holding Company",67.85,-0.41,-0.60%,68.94,69.25,67.705,36759,"13:00 ET"
UHA.B,"U-Haul Holding Series N Non-Voting",62.17,-0.34,-0.54%,62.84,63.897,62.035,104520,"13:02 ET"
UHS,"Universal Health Services",176.2,-1.33,-0.75%,177.02,178.81,175.35,547088,"13:07 ET"
UI,"Ubiquiti Networks",330.64,4.15,+1.27%,331.38,339.36,330.89,34400,"13:06 ET"
ULTA,"Ulta Beauty Inc",423.71,7.11,+1.71%,420.86,427.75,419.78,276401,"13:03 ET"
UNH,"Unitedhealth Group Inc",490.63,-9.09,-1.82%,500.14,503.65,486.24,3314532,"13:06 ET"
UNM,"Unumprovident Corp",70.93,0.42,+0.60%,72,72.3566,70.68,564434,"13:07 ET"
UNP,"Union Pacific Corp",224.15,-0.39,-0.17%,224.42,226.6,223.25,955186,"13:06 ET"
UPS,"United Parcel Service",122.45,-1.37,-1.11%,124.07,124.66,122.36,2295126,"13:06 ET"
URI,"United Rentals",711.83,-12.32,-1.70%,735.57,739.98,713.02,213028,"13:07 ET"
USB,"U.S. Bancorp",47.49,-0.12,-0.25%,48.27,48.5473,47.58,3066707,"13:07 ET"
USFD,"US Foods Holding",66.88,0.16,+0.24%,66.86,67.47,66.455,535574,"13:07 ET"
UTHR,"United Therapeutic",359,1.45,+0.41%,357.55,360.92,350.6,92768,"13:02 ET"
UWMC,"Uwm Hldg Corp",5.51,-0.13,-2.30%,5.68,5.74,5.44,1777168,"13:07 ET"
V,"Visa Inc",315,5.22,+1.69%,311.83,316.87,311.23,2903640,"13:07 ET"
VAC,"Marriot Vacations Worldwide Cor",89.08,0.89999999999999,+1.02%,89.23,89.94,88.5,82825,"13:07 ET"
VEEV,"Veeva Systems Inc",219.06,-2.48,-1.12%,222.06,226.95,218.1105,335075,"13:07 ET"
VFC,"V.F. Corp",21.73,-0.52,-2.34%,22.23,22.38,21.525,3246107,"13:06 ET"
VICI,"Vici Properties Inc",28.64,-0.27,-0.93%,28.88,29.17,28.545,2281375,"13:07 ET"
VIRT,"Virtu Financial Cm A",34.8,0.059999999999995,+0.17%,35.14,35.5,34.721,257355,"13:04 ET"
VKTX,"Viking Thera",40.39,2.11,+5.51%,39.55,41.31,38.9,3641795,"13:07 ET"
VLO,"Valero Energy Corp",117.76,-3.98,-3.27%,123,123,117.64,1407618,"13:06 ET"
VLTO,"Veralto Corporation",101.05,-0.18,-0.18%,101.06,102.52,100,633696,"13:05 ET"
VMC,"Vulcan Materials Company",260.6,-4.29,-1.62%,265.85,267.62,260.26,237874,"13:06 ET"
VMI,"Valmont Industries",305.84,-6.11,-1.96%,314.52,317.93,306.83,48752,"13:00 ET"
VNO,"Vornado Realty Trust",40.52,-0.27,-0.66%,41.24,41.7999,40.415,667311,"13:07 ET"
VNOM,"Viper Energy Inc",48.23,-0.03,-0.06%,49.18,49.76,48.16,290556,"13:04 ET"
VNT,"Vontier Corp",36.54,-0.41,-1.11%,37.17,37.345,36.51,223837,"13:05 ET"
VOYA,"VOYA Financial Inc",66.65,0.72,+1.09%,66.46,67.33,65.95,394324,"13:01 ET"
VRSK,"Verisk Analytics Inc",275.81,0.25,+0.09%,273.85,277.75,273.85,183732,"13:07 ET"
VRSN,"Verisign Inc",193.58,2.14,+1.12%,191.12,193.88,191.12,145479,"13:07 ET"
VRT,"Vertiv Holdings Llc.",114.41,0.28999999999999,+0.25%,117.21,117.69,112.9142,3878440,"13:07 ET"
VRTX,"Vertex Pharmaceutic",389.27,-58.23,-13.01%,391,403.6,377.85,5030725,"13:06 ET"
VST,"Vistra Energy Corp",137.37,4.48,+3.37%,134.61,139.7299,133.32,3149527,"13:07 ET"
VSTS,"Vestis Corporation",15.25,-0.47,-2.99%,15.75,15.86,15.33,942784,"13:06 ET"
VTR,"Ventas Inc",58.62,-0.08,-0.14%,58.82,59.66,58.455,1210930,"13:07 ET"
